StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ID,Gain-Framed Message:_1,Loss-Framed Message:_1,QID1217973024,Q4,Q5,Q6_1,Q11_1,Q12_1,Q13_1,Q21_1,Q44_1,Q14,Q36_1,Q37_1,Q38_1,Q39_1,Q45_1,Q40,Q16,Q17,Q18,Q1,Q2,Q1,Q2,Q3,Q4,Q5,Q6,Q6_5_TEXT,Q4,Q5,Q6,Q7,Q8,Q12,Q13,Q14,Q15,Q16,Q18,Q19,Q20,Q36_First Click,Q36_Last Click,Q36_Page Submit,Q36_Click Count,Q1,Q2,Q3,Q37_First Click,Q37_Last Click,Q37_Page Submit,Q37_Click Count,Q1,Q2,Q3,Q4,Q5,Q6,purchase deal_1,purchase deal_2,Q16_First Click,Q16_Last Click,Q16_Page Submit,Q16_Click Count,purchase deal_1,purchase deal_2,Q17_First Click,Q17_Last Click,Q17_Page Submit,Q17_Click Count,Income_1,Shopping habit_1,FL_14_DO,FL_17_DO,FL_20_DO,FL_23_DO,IVandDV_DO,DefaultQuestionBlock_DO
2025-04-09 04:29:13,2025-04-09 04:33:56,0,71.62.158.234,100,282,1,2025-04-09 04:33:56,R_1q9fhwb9kNwT123,,,,,37.3825,-79.2181,anonymous,EN,A2GRL5KL642EVA,3,,1,29,2,4,,,,,,,2,3,2,6,7,1,3,2,2,,,4,4,3,2,2,2,,3,2,3,3,,,4,2,4,2,3,3,2,1.106,4.671,5.962,3,2,4,3,,,,,,,,1,2,3,,,,,,,2,3,2.112,2.517,3.264,2,2,2,"Block2.2-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithoutDeal,Gain-Framed Message:,Q7
2025-04-09 04:31:44,2025-04-09 04:37:48,0,108.59.110.36,100,363,1,2025-04-09 04:37:48,R_5noAcYQ9F65TP09,,,,,43.828,-91.304,anonymous,EN,A1FWXJ1I0T1SG9,4,,3,40,1,4,5,4,5,3,7,1,,,,,,,4,1,1,,,2,3,4,1,1,2,,4,3,3,4,3,4,3,4,4,3,3,3,3,,,,,,,,2.338,20.119,21.441,7,3,2,2,2,2,2,2,1,1.98,16.014,30.679,3,,,,,,,1,2,"Block2.2-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithDeal,Gain-Framed Message:,Q5
2025-04-09 04:36:44,2025-04-09 04:41:21,0,136.62.5.69,100,276,1,2025-04-09 04:41:21,R_3uOIwDlhF3QEST7,,,,,30.32,-97.7378,anonymous,EN,AEVM0XHZ35IOB,4,,1,57,2,6,,,,,,,5,6,6,5,7,2,6,2,2,2,2,,,6,2,4,2,,4,4,3,4,4,4,4,3,4,4,4,4,4,8.69,12.881,14.517,3,4,2,2,,,,,,,,1,3,3,1,1,10.064,12.98,14.698,2,,,,,,,3,2,"Block2.1-IV,DV",Block-Organic|Block-Regular,SustainabilityFrame,WithDeal,Gain-Framed Message:,Q7
2025-04-09 04:40:54,2025-04-09 04:45:58,0,100.2.214.133,100,303,1,2025-04-09 04:45:58,R_8TN4BdeGHR4pCYo,,,,,41.0155,-73.8635,anonymous,EN,A2FQON8PKT8ZB1,,5,2,47,2,3,,,,,,,4,4,5,4,7,1,5,2,3,2,1,,,5,2,4,3,,3,3,2,3,3,2,1,4,3,3,2,2,2,,,,,,,,6.963,11.992,12.8,3,2,2,2,1,3,1,1,1,10.059,11.515,15.491,2,,,,,,,3,3,"Block2.1-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithDeal,Loss-Framed Message:,Q7
2025-04-09 04:43:09,2025-04-09 04:46:21,0,136.226.48.244,100,192,1,2025-04-09 04:46:22,R_5geDVE2lTMlisxz,,,,,38.9609,-77.3429,anonymous,EN,A15QM0DTL65EOL,,5,3,39,1,4,,,,,,,4,3,4,5,7,1,4,1,2,4,3,,,4,1,3,2,,4,3,4,3,4,4,3,4,3,4,3,2,3,3.756,7.676,8.57,3,4,4,5,,,,,,,,2,2,2,,,,,,,5,4,3.062,4.822,5.763,2,3,2,"Block2.1-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithoutDeal,Loss-Framed Message:,Q7
2025-04-09 04:45:43,2025-04-09 04:48:47,0,192.30.127.201,100,183,1,2025-04-09 04:48:47,R_1tJMmwSTNx4ztgM,,,,,42.143,-77.0457,anonymous,EN,AEF5B69YZZO6B,7,,1,31,1,6,,,,,,,5,4,6,4,7,3,3,1,1,1,2,,,3,1,2,1,,1,1,3,3,3,1,1,4,3,3,1,3,3,4.466,8.136,8.82,3,4,4,3,,,,,,,,2,2,2,,,,,,,1,1,7.148,8.54,9.627,2,2,1,"Block2.1-IV,DV",Block-Organic|Block-Regular,SustainabilityFrame,WithoutDeal,Gain-Framed Message:,Q7
2025-04-09 04:43:47,2025-04-09 04:49:30,0,164.153.59.123,100,343,1,2025-04-09 04:49:31,R_5jZePpBW00ipzkt,,,,,34.1736,-82.1545,anonymous,EN,A1REJE4H1KLBXY,6,,3,72,2,4,,,,,,,3,3,5,3,7,3,7,2,1,,,4,3,7,2,1,2,,4,2,3,2,2,2,3,3,2,2,2,2,2,8.824,18.349,19.686,8,4,4,3,,,,,,,,1,4,2,,,,,,,2,2,1.746,15.038,18.223,6,2,2,"Block2.2-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithoutDeal,Gain-Framed Message:,Q7
2025-04-09 04:43:19,2025-04-09 04:51:11,0,174.61.223.213,100,471,1,2025-04-09 04:51:11,R_6xVq38KJUgKaSM9,,,,,47.0111,-122.875,anonymous,EN,A2Q6MTS0RPYDHI,6,,2,62,2,4,5,7,5,5,7,2,,,,,,,6,2,1,,,1,1,6,2,3,2,,1,4,3,4,3,1,4,3,3,3,3,4,3,,,,,,,,15.23,21.212,22.965,3,5,4,4,1,4,2,1,1,21.866,26.3,27.921,2,,,,,,,3,2,"Block2.2-IV,DV",Block-Organic|Block-Regular,DurabilityFrame,WithDeal,Gain-Framed Message:,Q5
2025-04-09 04:48:03,2025-04-09 04:53:57,0,209.114.21.27,100,353,1,2025-04-09 04:53:57,R_6DZ8jiqy72fsTVi,,,,,37.751,-97.822,anonymous,EN,A3KXCBNBQAU992,7,,3,40,1,7,,,,,,,6,5,6,7,7,1,4,1,3,,,5,5,4,1,2,2,,5,5,5,4,4,5,5,4,4,4,4,4,5,,,,,,,,5.545,7.961,9.074,3,4,5,4,2,2,3,6,5,6.639,9.584,11.122,3,,,,,,,3,3,"Block2.2-IV,DV",Block-Organic|Block-Regular,DurabilityFrame,WithDeal,Gain-Framed Message:,Q7
2025-04-09 04:47:26,2025-04-09 04:54:51,0,104.189.191.23,100,445,1,2025-04-09 04:54:52,R_1cwsAnovyJlO9Od,,,,,32.8558,-97.0844,anonymous,EN,A14QUTGEXRV4R5,,7,1,65,2,6,,,,,,,6,5,5,4,7,1,7,2,2,1,1,,,7,2,1,5,nothing,4,3,3,4,3,3,3,3,3,3,2,4,4,,,,,,,,1.422,19.172,20.216,14,5,4,3,1,4,3,,,,,,,2,2,1.171,15.444,15.881,11,2,2,"Block2.1-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithoutDeal,Loss-Framed Message:,Q7
2025-04-09 04:51:20,2025-04-09 04:55:28,0,72.180.146.152,100,247,1,2025-04-09 04:55:28,R_1FHdIOUqfyDOaJz,,,,,26.165,-97.9892,anonymous,EN,A2YM5EJK7LA5L5,5,,2,46,2,5,,,,,,,4,4,4,4,4,3,5,2,2,,,3,3,5,2,2,2,,3,2,3,3,3,2,3,3,3,3,3,2,3,8.951,14.075,15.174,3,4,3,3,,,,,,,,1,3,2,,,,,,,4,4,5.475,6.357,7.444,2,2,2,"Block2.2-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithoutDeal,Gain-Framed Message:,Q7
2025-04-09 04:54:55,2025-04-09 04:57:49,0,24.192.133.88,100,174,1,2025-04-09 04:57:50,R_1CDCPrI9esvyrb8,,,,,42.4723,-82.9967,anonymous,EN,AYKDAUL0Z54P3,3,,3,44,1,3,6,6,4,4,7,2,,,,,,,4,1,1,,,1,2,4,1,1,2,,1,2,2,3,3,1,2,2,3,3,1,2,2,10.862,14.07,14.536,3,5,4,3,,,,,,,,2,3,1,3,2,6.279,8.792,9.766,3,,,,,,,1,3,"Block2.2-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithDeal,Gain-Framed Message:,Q5
2025-04-09 04:50:40,2025-04-09 04:58:21,0,140.186.195.174,100,461,1,2025-04-09 04:58:21,R_7GH9RPAYYEeTSw0,,,,,46.7952,-96.8332,anonymous,EN,A1KV11JHDO8SEG,,5,3,41,2,3,6,6,5,6,7,3,,,,,,,4,2,2,4,3,,,4,2,3,2,,3,2,2,3,3,2,2,3,3,3,3,2,3,8.613,15.164,15.948,3,5,4,4,,,,,,,,1,2,2,,,,,,,2,1,12.433,14.669,16.628,2,3,2,"Block2.1-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithoutDeal,Loss-Framed Message:,Q5
2025-04-09 04:53:34,2025-04-09 04:58:35,0,99.149.246.63,100,300,1,2025-04-09 04:58:35,R_7M6yQZNBxvApDwZ,,,,,33.5146,-83.8626,anonymous,EN,A3IX642DHE83B7,6,,2,46,2,6,7,7,6,6,7,2,,,,,,,5,2,1,4,4,,,5,2,3,3,,4,3,3,4,4,4,3,3,4,4,4,4,3,,,,,,,,3.119,12.5,13.101,7,4,3,4,1,3,3,5,4,0.342,10.754,11.454,4,,,,,,,3,3,"Block2.1-IV,DV",Block-Organic|Block-Regular,DurabilityFrame,WithDeal,Gain-Framed Message:,Q5
2025-04-09 04:54:09,2025-04-09 04:58:43,0,107.212.100.183,100,274,1,2025-04-09 04:58:44,R_6EvpqpBzM3Ml2Ya,,,,,30.3737,-87.3126,anonymous,EN,A3MOKW1PQ0PC6U,,5,2,29,1,5,,,,,,,6,4,5,5,7,1,3,1,2,,,3,2,3,1,2,2,,4,4,2,4,4,4,4,2,3,3,3,3,4,5.218,11.971,13.214,4,3,3,2,,,,,,,,2,2,3,,,,,,,4,3,8.146,10.451,11.585,3,3,3,"Block2.2-IV,DV",Block-Organic|Block-Regular,SustainabilityFrame,WithoutDeal,Loss-Framed Message:,Q7
2025-04-09 04:56:20,2025-04-09 04:59:53,0,159.116.253.73,100,213,1,2025-04-09 04:59:54,R_5IElU5dXRfnhdlh,,,,,41.6697,-83.6071,anonymous,EN,A33XX2N914QQZT,,1,1,42,2,4,6,7,6,6,7,1,,,,,,,4,2,2,,,3,2,4,2,3,2,,2,3,3,2,2,3,3,3,3,2,1,2,3,,,,,,,,9.175,13.814,14.31,3,4,1,1,1,2,2,,,,,,,1,1,9.872,11.184,12.956,2,3,2,"Block2.2-IV,DV",Block-Organic|Block-Regular,DurabilityFrame,WithoutDeal,Loss-Framed Message:,Q5
2025-04-09 04:57:53,2025-04-09 05:00:40,0,209.7.245.2,100,166,1,2025-04-09 05:00:41,R_3mPFlxcUstWdjWy,,,,,40.0466,-87.6373,anonymous,EN,A1RLOZJTFEG5JM,,3,3,34,2,4,,,,,,,5,3,6,5,7,3,3,2,1,,,2,3,3,2,4,2,,3,3,4,4,3,3,3,5,4,3,2,3,3,2.771,6.707,7.226,3,4,4,4,,,,,,,,1,2,2,,,,,,,3,2,3.374,4.245,5.678,2,3,2,"Block2.2-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithoutDeal,Loss-Framed Message:,Q7
2025-04-09 04:56:29,2025-04-09 05:02:18,0,174.71.29.134,100,348,1,2025-04-09 05:02:18,R_3pnrlnMtjVwY19v,,,,,41.2132,-96.1668,anonymous,EN,A13KVTQ97TZ1PO,6,,3,57,1,6,,,,,,,5,4,6,3,7,2,6,1,1,2,2,,,6,1,3,4,,4,4,3,2,2,3,3,3,1,2,3,4,3,,,,,,,,23.24,25.95,26.8,3,5,5,4,2,3,2,,,,,,,1,1,16.174,17.991,18.986,2,3,2,"Block2.1-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithoutDeal,Gain-Framed Message:,Q7
2025-04-09 05:01:09,2025-04-09 05:03:37,0,73.30.125.50,100,148,1,2025-04-09 05:03:38,R_7g2ESZjOkclVo0F,,,,,40.3061,-75.1483,anonymous,EN,AZRWGN19GSSRU,,5,1,37,2,6,4,7,2,4,7,3,,,,,,,4,2,1,1,1,,,4,2,2,2,,3,2,3,3,2,3,2,4,3,3,3,3,3,,,,,,,,4.721,9.134,9.624,3,4,2,3,1,2,2,,,,,,,1,1,6.503,7.162,8.43,2,2,2,"Block2.1-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithoutDeal,Loss-Framed Message:,Q5
2025-04-09 04:59:52,2025-04-09 05:03:59,0,24.15.213.137,100,246,1,2025-04-09 05:04:00,R_3MP54ScOvLVL9Lj,,,,,41.921,-87.6454,anonymous,EN,A3QHB6OTXGQ527,7,,1,43,1,6,5,3,5,4,7,1,,,,,,,4,1,1,2,1,,,4,1,4,2,,2,5,4,2,2,2,5,4,3,2,1,4,4,,,,,,,,5.596,14.125,15.375,3,4,4,3,2,3,3,,,,,,,1,2,8.043,13.211,14.632,2,3,2,"Block2.1-IV,DV",Block-Organic|Block-Regular,DurabilityFrame,WithoutDeal,Gain-Framed Message:,Q5
2025-04-09 04:54:19,2025-04-09 05:05:41,0,174.234.130.117,100,681,1,2025-04-09 05:05:41,R_5quIRoH6L07rX1f,,,,,44.9064,-93.2406,anonymous,EN,R_3Z4XuE0uFtHLVQZ,5,,3,63,1,4,,,,,,,5,4,6,5,7,2,6,1,1,3,5,,,6,1,3,2,,4,4,4,4,4,4,4,4,5,4,3,3,3,7.099,17.353,18.295,12,5,5,4,,,,,,,,2,4,2,,,,,,,3,3,5.791,24.696,25.577,16,3,2,"Block2.1-IV,DV",Block-Organic|Block-Regular,SustainabilityFrame,WithoutDeal,Gain-Framed Message:,Q7
2025-04-09 05:05:35,2025-04-09 05:09:05,0,74.218.78.226,100,209,1,2025-04-09 05:09:06,R_62vjE0KEtn4FfB7,,,,,38.2345,-85.7236,anonymous,EN,A3IOP5KRWUUQWM,1,,1,47,1,7,7,6,3,4,7,3,,,,,,,5,1,1,,,1,1,5,1,4,2,,1,4,5,3,3,1,4,5,3,3,1,5,5,6.1,12.998,13.751,3,5,4,4,,,,,,,,2,3,3,1,1,8.378,10.136,11.147,2,,,,,,,3,3,"Block2.2-IV,DV",Block-Organic|Block-Regular,SustainabilityFrame,WithDeal,Gain-Framed Message:,Q5
2025-04-09 04:57:08,2025-04-09 05:09:57,0,71.30.251.201,100,768,1,2025-04-09 05:09:57,R_1eCU2PVr842YjqG,,,,,35.3716,-80.53,anonymous,EN,A1SHNL1NRH78IX,7,,3,49,2,2,6,6,5,4,7,3,,,,,,,5,2,1,,,1,3,5,2,4,2,,3,3,3,3,3,4,4,3,5,4,2,2,2,,,,,,,,20.66,26.492,27.287,6,5,5,4,1,3,2,,,,,,,3,1,6.543,16.955,18.025,4,3,3,"Block2.2-IV,DV",Block-Organic|Block-Regular,DurabilityFrame,WithoutDeal,Gain-Framed Message:,Q5
2025-04-09 05:06:59,2025-04-09 05:10:38,0,141.111.42.202,100,219,1,2025-04-09 05:10:38,R_5QhOWYcsR1yW6nG,,,,,35.8663,-106.2676,anonymous,EN,A2YGR8UGTTHGG2,,6,1,28,1,5,5,5,1,4,7,1,,,,,,,3,1,1,,,3,1,3,1,2,1,,1,1,4,2,2,1,1,4,2,1,2,3,3,4.152,9.38,10.995,3,3,1,1,,,,,,,,2,2,2,1,1,9.335,11.835,13.713,2,,,,,,,3,2,"Block2.2-IV,DV",Block-Organic|Block-Regular,SustainabilityFrame,WithDeal,Loss-Framed Message:,Q5
2025-04-09 05:07:05,2025-04-09 05:10:41,0,24.127.11.79,100,216,1,2025-04-09 05:10:42,R_1r7JGxFQgczgfQe,,,,,42.2859,-83.3714,anonymous,EN,A277TORAC9OCGP,,1,3,65,1,2,6,5,4,4,7,1,,,,,,,7,1,1,,,1,1,7,1,2,2,,1,1,3,3,1,1,1,3,3,1,2,2,2,,,,,,,,5.422,10.607,11.41,3,4,2,3,2,4,1,,,,,,,1,1,5.645,7.073,8.049,2,2,2,"Block2.2-IV,DV",Block-Organic|Block-Regular,DurabilityFrame,WithoutDeal,Loss-Framed Message:,Q5
2025-04-09 05:02:39,2025-04-09 05:11:21,0,172.58.255.5,100,522,1,2025-04-09 05:11:22,R_7gcRmXdIwaECf9n,,,,,35.1947,-80.744,anonymous,EN,A6W0BC36U0TUS,5,,1,38,1,5,6,6,5,6,7,1,,,,,,,4,1,3,4,4,,,4,1,1,1,,4,4,4,3,3,3,3,4,3,3,3,3,3,,,,,,,,73.506,75.584,76.067,3,4,4,4,2,2,3,,,,,,,4,4,2.367,2.731,3.338,2,2,3,"Block2.1-IV,DV",Block-Organic|Block-Regular,DurabilityFrame,WithoutDeal,Gain-Framed Message:,Q5
2025-04-09 05:09:10,2025-04-09 05:11:56,0,208.56.139.243,100,165,1,2025-04-09 05:11:56,R_5eV84KMSSiaG2Vw,,,,,37.3322,-82.9783,anonymous,EN,A39KKDB8CFBGCC,7,,2,39,1,1,,,,,,,4,4,4,4,7,2,4,1,2,3,3,,,4,1,1,1,,3,3,3,3,3,3,3,3,3,2,2,2,2,6.682,8.105,9.866,3,4,4,4,,,,,,,,2,2,2,,,,,,,4,4,6.304,7.361,8.251,2,2,2,"Block2.1-IV,DV",Block-Organic|Block-Regular,SustainabilityFrame,WithoutDeal,Gain-Framed Message:,Q7
2025-04-09 05:10:16,2025-04-09 05:13:43,0,73.156.99.161,100,206,1,2025-04-09 05:13:44,R_7YgkvBcchBo11uK,,,,,26.6067,-81.9507,anonymous,EN,A2SM3945BTIU0I,,3,3,39,2,4,,,,,,,1,2,1,2,7,1,4,2,1,1,3,,,4,2,2,2,,1,1,3,2,1,1,1,3,3,1,1,3,3,,,,,,,,3.706,7.369,8.401,3,4,4,4,1,2,2,1,1,3.798,4.478,5.806,2,,,,,,,2,2,"Block2.1-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithDeal,Loss-Framed Message:,Q7
2025-04-09 05:10:56,2025-04-09 05:16:41,0,208.59.190.231,100,345,1,2025-04-09 05:16:42,R_73VUawSUGNp1zaO,,,,,41.892,-87.6416,anonymous,EN,A2HR0V0K34J4PE,6,,2,29,1,5,7,6,6,6,7,1,,,,,,,3,1,2,3,3,,,3,1,3,2,,4,3,1,4,3,4,3,1,4,3,4,3,4,23.029,33.227,35.269,4,5,3,4,,,,,,,,2,2,2,3,2,8.501,12.619,14.919,2,,,,,,,3,2,"Block2.1-IV,DV",Block-Organic|Block-Regular,SustainabilityFrame,WithDeal,Gain-Framed Message:,Q5
2025-04-09 05:11:22,2025-04-09 05:17:04,0,99.63.16.63,100,342,1,2025-04-09 05:17:05,R_5CCSBoTL6hEeUOL,,,,,39.1995,-94.5265,anonymous,EN,A1YMF916E6DM6Z,7,,2,67,1,5,,,,,,,4,3,2,4,7,1,7,1,1,,,2,3,7,1,4,3,,1,2,2,4,3,1,3,4,4,3,1,3,2,6.195,16.477,17.834,3,5,3,3,,,,,,,,2,4,2,,,,,,,1,1,8.268,13.462,36.775,2,3,2,"Block2.2-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithoutDeal,Gain-Framed Message:,Q7
2025-04-09 05:11:24,2025-04-09 05:17:41,0,24.170.240.55,100,377,1,2025-04-09 05:17:41,R_5eQkCFw64DGWJhD,,,,,39.6343,-77.7337,anonymous,EN,A1CEB6H9Z9I8WI,,6,3,55,1,6,,,,,,,6,5,3,6,7,1,6,1,2,,,4,3,6,1,3,4,,5,2,3,3,3,4,2,3,3,3,2,3,3,,,,,,,,10.002,20.57,21.554,4,5,4,4,2,3,2,4,4,13.25,19.854,21.052,2,,,,,,,3,3,"Block2.2-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithDeal,Loss-Framed Message:,Q7
2025-04-09 05:15:44,2025-04-09 05:18:37,0,24.210.71.250,100,172,1,2025-04-09 05:18:39,R_6vhLIz81N0zjeYb,,,,,40.2459,-83.3603,anonymous,EN,A214YP1LSSM7BM,,7,1,46,1,7,,,,,,,6,6,4,4,7,1,5,1,2,1,1,,,5,1,4,2,,4,3,3,3,2,3,3,3,3,2,3,4,3,,,,,,,,5.685,10.354,11.287,3,4,2,3,2,3,3,,,,,,,2,2,3.713,4.477,5.699,2,3,2,"Block2.1-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithoutDeal,Loss-Framed Message:,Q7
2025-04-09 05:15:44,2025-04-09 05:21:10,0,66.111.87.203,100,325,1,2025-04-09 05:21:11,R_7q1rF0EQPwnSdsl,,,,,32.4301,-80.6694,anonymous,EN,AX9PDV4MOJ1M0,,5,2,65,1,6,6,5,5,5,7,1,,,,,,,7,1,2,,,3,2,7,1,3,2,,4,2,2,4,4,4,2,2,4,4,4,4,4,16.332,20.692,21.496,3,4,4,3,,,,,,,,2,4,2,4,4,13.132,18.06,19.368,4,,,,,,,3,2,"Block2.2-IV,DV",Block-Organic|Block-Regular,SustainabilityFrame,WithDeal,Loss-Framed Message:,Q5
2025-04-09 05:17:02,2025-04-09 05:22:01,0,172.56.165.50,100,299,1,2025-04-09 05:22:02,R_6b34ZZCQ9Ggp6pP,,,,,40.6627,-73.9138,anonymous,EN,a7kjbexithvas,,6,2,54,2,5,,,,,,,6,3,5,7,7,2,5,2,3,1,4,,,5,2,3,3,,4,3,3,3,3,4,3,3,3,3,4,2,2,11.871,15.887,16.793,3,5,5,5,,,,,,,,1,3,2,,,,,,,1,1,13.412,16.661,17.551,2,3,3,"Block2.1-IV,DV",Block-Organic|Block-Regular,SustainabilityFrame,WithoutDeal,Loss-Framed Message:,Q7
2025-04-09 05:16:11,2025-04-09 05:22:48,0,155.190.8.5,100,397,1,2025-04-09 05:22:48,R_6AYgLSV0DtOYo93,,,,,32.7797,-96.8022,anonymous,EN,A34AYCNA4VHI3B,,4,1,33,2,5,6,5,5,6,7,1,,,,,,,3,2,3,1,1,,,3,2,1,4,,1,4,4,2,2,2,4,5,3,4,2,2,3,,,,,,,,2.803,9.435,10.08,4,4,4,3,1,2,2,,,,,,,1,1,3.004,3.444,6.231,2,2,2,"Block2.1-IV,DV",Block-Organic|Block-Regular,DurabilityFrame,WithoutDeal,Loss-Framed Message:,Q5
2025-04-09 05:18:00,2025-04-09 05:22:48,0,168.92.108.191,100,287,1,2025-04-09 05:22:50,R_5LtJTIfPdvY84Pn,,,,,39.4642,-87.3531,anonymous,EN,A2DG9C6R49LJ3U,,7,1,24,2,5,7,7,4,3,7,3,,,,,,,2,2,1,,,1,1,2,2,3,3,,1,1,3,3,2,2,2,3,3,2,2,2,1,,,,,,,,9.204,13.416,14.142,3,4,1,1,1,1,2,,,,,,,1,1,6.852,8.347,15.749,2,3,1,"Block2.2-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithoutDeal,Loss-Framed Message:,Q5
2025-04-09 05:12:31,2025-04-09 05:23:38,0,76.176.31.224,100,666,1,2025-04-09 05:23:38,R_76rcpIdfI5YNaKJ,,,,,34.113,-118.1888,anonymous,EN,A25MZY0FNQAK5H,,5,1,47,1,6,5,6,4,5,7,1,,,,,,,5,1,1,1,1,,,5,1,2,2,,3,2,3,3,3,3,2,3,3,3,3,4,4,2.797,4.878,5.468,3,5,4,4,,,,,,,,2,3,3,,,,,,,2,2,3.364,3.892,4.998,2,3,2,"Block2.1-IV,DV",Block-Organic|Block-Regular,SustainabilityFrame,WithoutDeal,Loss-Framed Message:,Q5
2025-04-09 05:21:53,2025-04-09 05:24:46,0,75.176.176.182,100,172,1,2025-04-09 05:24:46,R_1cbTExIaveHx0Vg,,,,,34.0259,-80.9547,anonymous,EN,A2QQBI5WI2UJ1D,,4,1,32,1,5,,,,,,,4,3,5,7,7,3,3,1,1,,,3,3,3,1,2,2,,3,4,3,4,5,3,4,3,4,5,3,5,3,,,,,,,,4.3,6.708,7.081,3,5,5,5,2,2,1,,,,,,,4,4,4.862,5.767,6.647,2,2,2,"Block2.2-IV,DV",Block-Organic|Block-Regular,DurabilityFrame,WithoutDeal,Loss-Framed Message:,Q7
2025-04-09 05:23:47,2025-04-09 05:27:07,0,35.147.21.64,100,200,1,2025-04-09 05:27:08,R_3mxet7JPNZrtWUN,,,,,33.0563,-96.7341,anonymous,EN,A1Y0EBJIDA9R8B,7,,3,49,1,4,,,,,,,6,5,5,5,7,2,5,1,2,,,1,2,5,1,3,1,,3,4,4,3,3,3,3,4,3,3,3,3,3,7.187,11.555,12.43,3,5,1,1,,,,,,,,2,3,2,1,3,7.97,10.147,11.405,2,,,,,,,3,3,"Block2.2-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithDeal,Gain-Framed Message:,Q7
2025-04-09 05:25:48,2025-04-09 05:27:49,0,172.58.144.115,100,121,1,2025-04-09 05:27:50,R_66DJEtQER4rBjsR,,,,,36.1052,-86.6591,anonymous,EN,A29AZUSDSSMKZL,7,,2,36,1,7,5,6,5,5,7,1,,,,,,,4,1,2,,,5,5,4,1,2,1,,5,4,4,5,5,4,4,4,5,5,3,4,4,2.637,4.46,5.304,3,5,5,5,,,,,,,,2,2,2,,,,,,,6,2,1.735,4.686,5.198,5,2,2,"Block2.2-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithoutDeal,Gain-Framed Message:,Q5
2025-04-09 05:24:40,2025-04-09 05:27:59,0,151.188.137.249,100,198,1,2025-04-09 05:27:59,R_1DYk2hxcDjxlaIM,,,,,38.8173,-77.2905,anonymous,EN,AS6JPZ7LITV0,,6,1,31,1,7,,,,,,,2,3,5,3,7,3,3,1,1,2,1,,,3,1,2,2,,4,3,3,4,4,4,3,3,4,4,1,4,4,,,,,,,,5.881,8.023,9.057,3,5,4,4,2,2,3,1,1,8.102,8.981,12.002,2,,,,,,,3,2,"Block2.1-IV,DV",Block-Organic|Block-Regular,DurabilityFrame,WithDeal,Loss-Framed Message:,Q7
2025-04-09 05:25:01,2025-04-09 05:28:19,0,68.224.89.127,100,197,1,2025-04-09 05:28:19,R_7Ra3tKanMmEj1rD,,,,,36.0113,-115.2038,anonymous,EN,A3BWD8ILCD8K6Q,,7,1,31,1,5,,,,,,,5,3,5,4,7,1,3,1,2,1,1,,,3,1,1,2,,4,3,2,3,3,4,3,2,3,3,3,3,3,,,,,,,,2.9,5.778,6.276,3,4,4,4,2,2,2,,,,,,,5,5,2.292,2.723,3.782,2,1,2,"Block2.1-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithoutDeal,Loss-Framed Message:,Q7
2025-04-09 05:23:53,2025-04-09 05:28:50,0,172.58.208.170,100,297,1,2025-04-09 05:28:51,R_1kFDwrV5exUIKM5,,,,,33.9576,-118.267,anonymous,EN,A24G48GJ05MT2O,,2,1,50,2,5,5,7,6,4,7,2,,,,,,,5,2,2,2,2,,,5,2,2,2,,4,2,3,3,3,4,3,3,4,3,3,3,3,,,,,,,,3.449,13.941,14.655,12,5,4,4,1,3,2,,,,,,,5,2,2.638,7.39,8.2,4,2,3,"Block2.1-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithoutDeal,Loss-Framed Message:,Q5
